review,rating,date,bank,source,sentiment_label,sentiment_score,numerical_sentiment,identified_themes
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.995843231678009,-1,Other/Uncategorized
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9984410405158995,-1,Transactions
good,5,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9554161429405212,-1,General Positive
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99980491399765,1,App Stability; User Interface
Good app,5,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9975224137306212,-1,Features; Developer Options
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.8991121053695679,1,Transactions
CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.8703052997589111,1,Other/Uncategorized
wow,1,2025-05-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
verygood,3,2025-05-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9988996982574464,1,General Positive
ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.8031753897666931,-1,Other/Uncategorized
it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996594190597534,-1,Other/Uncategorized
Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998774528503418,1,General Positive
አዛ,1,2025-05-04,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
wow simple life,5,2025-05-04,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997076392173768,1,Ease of Use
it's nice,5,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998672008514404,1,General Positive
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.994105100631714,-1,Other/Uncategorized
good app,5,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
nice,5,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.8515545129776001,-1,Other/Uncategorized
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997990727424622,-1,App Stability
nice,5,2025-05-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.998118817806244,-1,General Positive
excellent,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998434782028198,1,General Positive
good,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
good,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998561143875122,1,Performance
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997379183769226,-1,Other/Uncategorized
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998427629470824,1,Performance
good app,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
happy,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99987530708313,1,Other/Uncategorized
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998595714569092,1,Performance
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9978076815605164,-1,App Stability; Network/Connectivity
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9982808828353882,-1,Transactions
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998610019683838,1,Ease of Use
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9927296042442322,-1,Security; Network/Connectivity
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999834418296814,1,General Positive
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9715352058410645,-1,General Positive
its very nice,5,2025-05-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998526573181152,1,General Positive
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.99776029586792,-1,Other/Uncategorized
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9993256330490112,-1,App Stability
the best,5,2025-04-28,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998332262039183,1,General Positive
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.8382574915885925,1,Other/Uncategorized
goid,5,2025-04-28,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.7086961269378662,-1,Other/Uncategorized
best appearance,5,2025-04-27,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9996986389160156,1,User Interface
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999859094619751,1,General Positive
I need support you,5,2025-04-27,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9881443977355956,-1,Customer Service
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997807145118712,-1,General Negative
super,5,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.998783528804779,1,Other/Uncategorized
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.8337246179580688,-1,Other/Uncategorized
i like the app,5,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9994398951530457,1,General Positive
the Best,1,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998332262039183,1,General Positive
nice,5,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
good,5,2025-04-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
good,5,2025-04-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997149109840392,-1,General Negative
tank's,5,2025-04-25,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9855977892875672,-1,Other/Uncategorized
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9881664514541626,1,Features
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998714923858644,1,General Positive
good,5,2025-04-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.8243646621704102,1,General Positive
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9995972514152528,-1,App Stability; Transactions
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998503923416138,1,General Positive
use ful,5,2025-04-21,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9949980974197388,-1,Other/Uncategorized
Great app,5,2025-04-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999821126461029,1,General Positive
well app,5,2025-04-20,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9993765950202942,1,Other/Uncategorized
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996483325958252,-1,Other/Uncategorized
good,4,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
ok,2,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
best app,5,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
amazing,1,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999875545501709,1,General Positive
good,5,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
I like,5,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998149275779724,1,General Positive
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997527003288268,-1,Performance
ok,5,2025-04-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9975135326385498,1,Other/Uncategorized
i like it,5,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99985933303833,1,General Positive
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9981147050857544,-1,Features
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9994925260543824,1,Network/Connectivity
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998666048049928,1,Other/Uncategorized
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9897894263267516,-1,Other/Uncategorized
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9861213564872742,-1,Performance; User Interface; Updates
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999879002571106,1,Other/Uncategorized
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998595714569092,1,Performance
good,5,2025-04-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997448325157166,1,General Positive
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998501539230348,1,General Positive
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9911931157112122,-1,App Stability
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998784065246582,1,General Positive
ok,3,2025-04-16,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998270869255066,1,General Positive
the best app,5,2025-04-16,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998469352722168,1,General Positive
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996340274810792,-1,Security
great,5,2025-04-15,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998630285263062,1,General Positive
Nice service,5,2025-04-15,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998397827148438,1,Customer Service; Features
great app,5,2025-04-15,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999821126461029,1,General Positive
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9995416402816772,1,Other/Uncategorized
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9985652565956116,-1,Updates
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9647620320320128,-1,Other/Uncategorized
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998576641082764,1,General Positive
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998443126678468,1,Other/Uncategorized
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9437296390533448,-1,Other/Uncategorized
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9983273148536682,-1,Other/Uncategorized
OK,5,2025-04-13,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
grateful app,5,2025-04-13,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998038411140442,1,Other/Uncategorized
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9974650144577026,1,Other/Uncategorized
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.70557701587677,-1,Other/Uncategorized
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9963226318359376,-1,Performance; Features
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9996724128723145,1,General Positive
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9989493489265442,-1,Other/Uncategorized
it so good app,5,2025-04-12,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999868631362915,1,General Positive
the best app,3,2025-04-12,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998469352722168,1,General Positive
جميل,5,2025-04-11,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.927172601222992,1,Other/Uncategorized
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.994688868522644,-1,Network/Connectivity
nice,5,2025-04-11,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
simply for used,4,2025-04-11,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9918003678321838,-1,Other/Uncategorized
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998539686203004,1,Other/Uncategorized
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9934490323066713,-1,General Positive
good one,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998288154602052,1,General Positive
best app.,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999774158000946,1,General Positive
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998396635055542,1,Ease of Use
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.7850582003593445,-1,Other/Uncategorized
good,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
ok,5,2025-04-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
good app,5,2025-04-09,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9988365769386292,-1,Other/Uncategorized
waw,5,2025-04-09,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.7346182465553284,-1,Other/Uncategorized
to slow,3,2025-04-09,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.999487280845642,-1,Performance
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.590264081954956,-1,Other/Uncategorized
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998292922973632,1,General Positive
Good,5,2025-04-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9996142387390136,1,Ease of Use
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998584985733032,1,Ease of Use
good,5,2025-04-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.994536280632019,1,Other/Uncategorized
very good,5,2025-04-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998520612716676,1,General Positive
perfect app,5,2025-04-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998340606689452,1,Other/Uncategorized
I like it.,5,2025-04-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999869465827942,1,General Positive
bugs,3,2025-04-07,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9988303780555724,-1,App Stability
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6810255646705627,-1,Other/Uncategorized
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9661598801612854,-1,Other/Uncategorized
🙏,5,2025-04-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.672314465045929,1,General Positive
the best one,5,2025-04-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998371601104736,1,General Positive
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9967620372772216,-1,General Positive
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9942916631698608,1,Features
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998579025268556,1,General Positive
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9985142350196838,1,Transactions; Customer Service
good,5,2025-04-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9551449418067932,-1,User Interface; Login/Authentication; Network/Connectivity
easy to use,5,2025-04-05,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9988542795181274,1,Ease of Use
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998189806938172,1,User Interface; Features; Ease of Use
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.8819230794906616,-1,Other/Uncategorized
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9973511695861816,-1,Performance; Transactions; Ease of Use; Updates
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997991919517516,1,Other/Uncategorized
Best app,5,2025-04-04,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
great app,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999821126461029,1,General Positive
best banking App,4,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999736487865448,1,General Positive
satisfied,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997212290763856,1,Other/Uncategorized
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9980692267417908,1,Other/Uncategorized
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.989459753036499,1,Other/Uncategorized
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997400641441344,1,Transactions
excellent,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998434782028198,1,General Positive
perfect,5,2025-04-03,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998517036437988,1,Other/Uncategorized
thankyou,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999842882156372,1,Other/Uncategorized
I Like it,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99985933303833,1,General Positive
ok,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9986600875854492,-1,Security; Features; Developer Options
smart app,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999789297580719,1,Other/Uncategorized
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.7607262134552002,1,Other/Uncategorized
easy to use,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9988542795181274,1,Ease of Use
it's great,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998691082000732,1,General Positive
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999858856201172,1,General Positive
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998881816864014,1,Other/Uncategorized
Smart,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998456239700316,1,Other/Uncategorized
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9570206999778748,-1,Other/Uncategorized
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997968077659608,1,Other/Uncategorized
i like it,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99985933303833,1,General Positive
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.998596966266632,1,Other/Uncategorized
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9510264992713928,-1,Other/Uncategorized
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6970559358596802,-1,General Positive
the most useful,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997223019599916,1,Other/Uncategorized
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9787845015525818,1,Security
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9988542795181274,1,Ease of Use
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9585952758789062,-1,General Positive
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999865174293518,1,General Positive
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9971832633018494,1,Other/Uncategorized
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999750792980194,1,Other/Uncategorized
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.999363124370575,-1,General Positive
goode app,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997406601905824,1,General Positive
a very nice app.👍👍👍,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998323917388916,1,General Positive
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999711573123932,1,Performance; Security; Ease of Use
perfect,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998517036437988,1,Other/Uncategorized
it's good app,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998689889907836,1,General Positive
nice,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
good app,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9958590865135192,-1,Other/Uncategorized
ጥሩ ነው,5,2025-04-01,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.7850582003593445,-1,Other/Uncategorized
