review,rating,date,bank,source,sentiment_label,sentiment_score,numerical_sentiment,identified_themes
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998260140419006,1,Performance; User Interface; Transactions; Customer Service; Features
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9817668795585632,1,Other/Uncategorized
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9943593144416808,1,Performance; Security
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.9915915727615356,-1,Other/Uncategorized
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9996839761734008,1,Performance; Customer Service; Security; Features
"easy &,simple to use",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9968307614326476,1,Ease of Use
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999881148338318,1,Performance; Language Support
"All in one, that is it 👌",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.8945463299751282,1,Other/Uncategorized
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9995104074478148,1,Other/Uncategorized
very easy and flexible app.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997106194496156,1,Ease of Use
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998281002044678,1,Features; Ease of Use
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999518632888794,1,Performance; Ease of Use
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999748170375824,1,Performance; User Interface; Customer Service; Security; Features
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9995062351226808,1,Performance; User Interface; Security; Updates
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9964408278465272,1,Transactions; Security
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997468590736388,1,Performance; Ease of Use
An app with High performance and advanced features!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9995831847190856,1,Performance; Features
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997954964637756,1,User Interface; Features; Ease of Use
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.974639058113098,-1,Features; Developer Options
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9981801509857178,1,Login/Authentication; Network/Connectivity
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9980393052101136,1,Customer Service; Features
keep it up!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998477697372437,1,Other/Uncategorized
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998038411140442,1,General Positive
very comfortable app keep it,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999691367149353,1,Other/Uncategorized
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999531626701355,1,Customer Service; Security; Ease of Use
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.9068740606307985,-1,User Interface; Features; Developer Options
easiness to use with fast response time,5,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.9647257924079896,-1,Performance
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9992745518684388,1,App Stability; Performance; User Interface; Transactions; Customer Service; Security; Features; Ease of Use; Updates
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9990044236183168,1,Performance; User Interface; Login/Authentication; Transactions; Customer Service; Security; Features; Ease of Use; Network/Connectivity
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998193383216858,1,Customer Service; Features
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9974090456962584,1,Performance
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998351335525512,1,Performance; User Interface; Security; Features; Ease of Use
A fantastic product!! keep the good work.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998842477798462,1,General Positive
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998030066490172,1,Features
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999062716960907,1,Performance; User Interface; Transactions; Customer Service; Features; Ease of Use
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9988586902618408,1,Customer Service
it is the most amazing mobile app,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998717308044434,1,General Positive
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999788463115692,1,Performance
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9993189573287964,1,Performance; User Interface; Transactions; Customer Service; Features; Ease of Use
Too best,1,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.8775479197502136,1,General Positive
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9985912442207336,1,Performance; Ease of Use
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.987091064453125,1,Ease of Use
best mobile banking application,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9996380805969238,1,General Positive
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998156428337096,1,User Interface; Features
best mobile banking application,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9996380805969238,1,General Positive
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9981945157051086,1,Customer Service; Features
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.8835366368293762,-1,Customer Service; Features
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997934699058532,1,Transactions
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999823272228241,1,Ease of Use
excellent mobile banking app,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998179078102112,1,General Positive
Wow! like his name Super App...,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9985873699188232,1,General Positive
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9926958084106444,1,Other/Uncategorized
convenient and fast,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9996170997619628,1,Performance
Best- in-class app.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999584972858429,1,General Positive
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997171759605408,1,General Positive
Superb,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998656511306764,1,Other/Uncategorized
"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998817443847656,1,Performance; Features; Ease of Use
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999481737613678,1,Updates
Best App!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997498393058776,1,General Positive
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999868392944336,1,General Positive
I love this app,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998608827590942,1,General Positive
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.9980541467666626,-1,Other/Uncategorized
good,5,2025-04-20,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
waw no idea the best app.,5,2025-04-19,Dashen Bank Mobile,Google Play Store,negative,0.9923465251922609,-1,General Positive
fast best app,5,2025-04-19,Dashen Bank Mobile,Google Play Store,positive,0.999737560749054,1,Performance
Nice App,5,2025-04-18,Dashen Bank Mobile,Google Play Store,positive,0.9998061060905457,1,General Positive
nice app ever,5,2025-04-17,Dashen Bank Mobile,Google Play Store,positive,0.9998384714126588,1,General Positive
good,5,2025-04-17,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank Mobile,Google Play Store,negative,0.9997677206993104,-1,Features
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen Bank Mobile,Google Play Store,negative,0.9992289543151855,-1,Performance; Features
nic app,5,2025-04-16,Dashen Bank Mobile,Google Play Store,positive,0.9797857403755188,1,Other/Uncategorized
Nice,5,2025-04-16,Dashen Bank Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen Bank Mobile,Google Play Store,positive,0.99978905916214,1,Performance; Security
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank Mobile,Google Play Store,positive,0.9998642206192015,1,Customer Service; Features
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank Mobile,Google Play Store,negative,0.9958034157752992,-1,General Positive
ምርጫዬ ነው,5,2025-04-13,Dashen Bank Mobile,Google Play Store,negative,0.7850582003593445,-1,Other/Uncategorized
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank Mobile,Google Play Store,negative,0.9996840953826904,-1,App Stability; Network/Connectivity
it's samart,5,2025-04-10,Dashen Bank Mobile,Google Play Store,positive,0.9992457628250122,1,Other/Uncategorized
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank Mobile,Google Play Store,negative,0.999715268611908,-1,App Stability
it is very good app,5,2025-04-10,Dashen Bank Mobile,Google Play Store,positive,0.9998699426651,1,General Positive
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank Mobile,Google Play Store,negative,0.9996039271354676,-1,Performance; Login/Authentication; Transactions; Customer Service; Features; Ease of Use
slow cumbersome,3,2025-04-08,Dashen Bank Mobile,Google Play Store,negative,0.9997989535331726,-1,Performance
Is really 💀,2,2025-04-08,Dashen Bank Mobile,Google Play Store,positive,0.9858713746070862,1,Other/Uncategorized
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank Mobile,Google Play Store,negative,0.9997294545173644,-1,Performance; Login/Authentication
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen Bank Mobile,Google Play Store,negative,0.9996976852416992,-1,Transactions; Features; Updates
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank Mobile,Google Play Store,negative,0.9981010556221008,-1,Performance; Login/Authentication; Updates
proud by dashen bank,5,2025-04-06,Dashen Bank Mobile,Google Play Store,positive,0.9998666048049928,1,Other/Uncategorized
best,5,2025-04-06,Dashen Bank Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
best of best,5,2025-04-05,Dashen Bank Mobile,Google Play Store,positive,0.9997496008872986,1,General Positive
nice,5,2025-04-04,Dashen Bank Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank Mobile,Google Play Store,negative,0.9994447827339172,-1,App Stability; Developer Options
real super up,5,2025-04-04,Dashen Bank Mobile,Google Play Store,positive,0.9998282194137572,1,Other/Uncategorized
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank Mobile,Google Play Store,negative,0.99936181306839,-1,Other/Uncategorized
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen Bank Mobile,Google Play Store,negative,0.999297022819519,-1,Other/Uncategorized
good,5,2025-04-04,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
tanku,5,2025-04-04,Dashen Bank Mobile,Google Play Store,negative,0.9159650206565856,-1,Other/Uncategorized
very nice,5,2025-04-04,Dashen Bank Mobile,Google Play Store,positive,0.9998563528060912,1,General Positive
perfect,5,2025-04-03,Dashen Bank Mobile,Google Play Store,positive,0.9998517036437988,1,Other/Uncategorized
goood,5,2025-04-02,Dashen Bank Mobile,Google Play Store,negative,0.9943867921829224,-1,Other/Uncategorized
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank Mobile,Google Play Store,negative,0.9958769083023072,-1,Login/Authentication
it is best app easy to use,5,2025-04-01,Dashen Bank Mobile,Google Play Store,positive,0.986411154270172,1,Ease of Use
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank Mobile,Google Play Store,positive,0.9997655749320984,1,Ease of Use
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank Mobile,Google Play Store,negative,0.997230589389801,-1,Features; Developer Options
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen Bank Mobile,Google Play Store,positive,0.989782691001892,1,Transactions
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank Mobile,Google Play Store,positive,0.999818742275238,1,Other/Uncategorized
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank Mobile,Google Play Store,positive,0.99986732006073,1,General Positive
ok,5,2025-03-30,Dashen Bank Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
nice app,5,2025-03-29,Dashen Bank Mobile,Google Play Store,positive,0.9998061060905457,1,General Positive
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen Bank Mobile,Google Play Store,positive,0.9992021918296814,1,Performance; User Interface; Login/Authentication; Transactions; Customer Service; Features; Ease of Use
good,5,2025-03-28,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
nice application,4,2025-03-27,Dashen Bank Mobile,Google Play Store,positive,0.9998229146003724,1,General Positive
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen Bank Mobile,Google Play Store,positive,0.9998027682304382,1,Performance; Ease of Use
best experiences,5,2025-03-26,Dashen Bank Mobile,Google Play Store,positive,0.9992781281471252,1,General Positive
too slow to use.,1,2025-03-26,Dashen Bank Mobile,Google Play Store,negative,0.9997276663780212,-1,Performance
ጥሩ ነው,5,2025-03-25,Dashen Bank Mobile,Google Play Store,negative,0.7850582003593445,-1,Other/Uncategorized
the worst app in the market only good ui,1,2025-03-22,Dashen Bank Mobile,Google Play Store,negative,0.9997721314430236,-1,User Interface
nic,5,2025-03-22,Dashen Bank Mobile,Google Play Store,positive,0.9977141618728638,1,Other/Uncategorized
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen Bank Mobile,Google Play Store,negative,0.9200406074523926,-1,Other/Uncategorized
thanks for all digital transaction,5,2025-03-21,Dashen Bank Mobile,Google Play Store,positive,0.9994550347328186,1,Transactions
Good,4,2025-03-21,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
Best,5,2025-03-20,Dashen Bank Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
Good,5,2025-03-20,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen Bank Mobile,Google Play Store,negative,0.9997400641441344,-1,App Stability; Login/Authentication; Transactions; Customer Service; Updates; Network/Connectivity
it's Be Come Busy &not working good,1,2025-03-20,Dashen Bank Mobile,Google Play Store,negative,0.999382257461548,-1,App Stability
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen Bank Mobile,Google Play Store,negative,0.9980534315109252,-1,Other/Uncategorized
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen Bank Mobile,Google Play Store,positive,0.9997392296791076,1,General Positive
good and latest,5,2025-03-18,Dashen Bank Mobile,Google Play Store,positive,0.9998561143875122,1,Updates
The best App of all,5,2025-03-17,Dashen Bank Mobile,Google Play Store,positive,0.9998633861541748,1,General Positive
Worst app ever,1,2025-03-15,Dashen Bank Mobile,Google Play Store,negative,0.9997803568840028,-1,General Negative
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen Bank Mobile,Google Play Store,negative,0.9997894167900084,-1,App Stability; Transactions; Ease of Use
Naiycapp,5,2025-03-14,Dashen Bank Mobile,Google Play Store,positive,0.8075156807899475,1,Other/Uncategorized
Good,5,2025-03-13,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
The app is good but it has no USSD option,4,2025-03-13,Dashen Bank Mobile,Google Play Store,negative,0.9952346682548524,-1,Features
Hey great,5,2025-03-12,Dashen Bank Mobile,Google Play Store,positive,0.999745786190033,1,General Positive
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank Mobile,Google Play Store,positive,0.9984980821609496,1,Features
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank Mobile,Google Play Store,negative,0.9951795339584352,-1,Updates
It good and easy to use,5,2025-03-11,Dashen Bank Mobile,Google Play Store,positive,0.9998750686645508,1,Ease of Use
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen Bank Mobile,Google Play Store,negative,0.9200406074523926,-1,Other/Uncategorized
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank Mobile,Google Play Store,positive,0.9655699133872986,1,Transactions; Features
Excellent,5,2025-03-10,Dashen Bank Mobile,Google Play Store,positive,0.9998434782028198,1,General Positive
Good,5,2025-03-08,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
Wow Excellent app,5,2025-03-08,Dashen Bank Mobile,Google Play Store,positive,0.9998443126678468,1,General Positive
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank Mobile,Google Play Store,negative,0.9983522891998292,-1,Transactions
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank Mobile,Google Play Store,negative,0.995681881904602,-1,Transactions; Features
It's best,5,2025-03-08,Dashen Bank Mobile,Google Play Store,positive,0.999842643737793,1,General Positive
no one dashen yichlal,5,2025-03-07,Dashen Bank Mobile,Google Play Store,negative,0.9842473268508912,-1,Other/Uncategorized
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen Bank Mobile,Google Play Store,positive,0.9998522996902466,1,Login/Authentication; Developer Options
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank Mobile,Google Play Store,negative,0.9997935891151428,-1,Performance
good app,5,2025-03-04,Dashen Bank Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
Fantastic app,5,2025-03-01,Dashen Bank Mobile,Google Play Store,positive,0.999858856201172,1,Other/Uncategorized
Good,5,2025-02-28,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank Mobile,Google Play Store,positive,0.9998013377189636,1,Features
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen Bank Mobile,Google Play Store,positive,0.9995073080062866,1,Performance; User Interface; Transactions; Security
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen Bank Mobile,Google Play Store,positive,0.9977291226387024,1,Performance; User Interface; Transactions; Customer Service; Security; Features
ከጰነጨየጠ,2,2025-02-26,Dashen Bank Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen Bank Mobile,Google Play Store,negative,0.9960646033287048,-1,Performance; Transactions; Features; Ease of Use
Excellent app,5,2025-02-24,Dashen Bank Mobile,Google Play Store,positive,0.9998356103897096,1,General Positive
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen Bank Mobile,Google Play Store,negative,0.9528432488441468,-1,Other/Uncategorized
No good,1,2025-02-22,Dashen Bank Mobile,Google Play Store,negative,0.9996987581253052,-1,General Positive
Wow amazing app,5,2025-02-21,Dashen Bank Mobile,Google Play Store,positive,0.9998513460159302,1,General Positive
best platform... Please avoid otp,5,2025-02-21,Dashen Bank Mobile,Google Play Store,positive,0.9228959083557128,1,Login/Authentication
Super smart app.,5,2025-02-18,Dashen Bank Mobile,Google Play Store,positive,0.9997984766960144,1,Other/Uncategorized
best 👍👍,5,2025-02-16,Dashen Bank Mobile,Google Play Store,positive,0.9997019171714784,1,General Positive
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank Mobile,Google Play Store,negative,0.9973721504211426,-1,Other/Uncategorized
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank Mobile,Google Play Store,negative,0.9974337220191956,-1,App Stability; Updates
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank Mobile,Google Play Store,positive,0.9937819838523864,1,Customer Service; Security; Features; Ease of Use
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank Mobile,Google Play Store,positive,0.9998486042022704,1,User Interface; Features; Ease of Use
